action_type,combined_shot_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,label
Jump Shot,Jump Shot,33.9153,211,129,-118.0588,0,4,0,11-Dec,16,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NYK,1
Pullup Jump shot,Jump Shot,33.8333,-130,211,-118.3998,11,1,0,11-Dec,6,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,TOR,0
Turnaround Fadeaway shot,Jump Shot,33.9313,138,113,-118.1318,4,1,0,11-Dec,21,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,TOR,1
Jump Shot,Jump Shot,34.0293,144,15,-118.1258,0,1,0,11-Dec,0,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,TOR,0
Driving Jump shot,Jump Shot,34.0003,4,44,-118.2658,6,2,0,11-Dec,18,4,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,TOR,0
Fadeaway Jump Shot,Jump Shot,34.0023,-7,42,-118.2768,4,2,0,11-Dec,41,4,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,TOR,1
Turnaround Fadeaway shot,Jump Shot,33.9863,133,58,-118.1368,4,2,0,11-Dec,7,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,TOR,1
Jump Shot,Jump Shot,33.8203,-122,224,-118.3918,0,2,0,11-Dec,38,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,TOR,0
Hook Shot,Hook Shot,34.0083,-11,36,-118.2808,11,3,0,11-Dec,9,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,TOR,0
Jump Shot,Jump Shot,34.0353,226,9,-118.0438,8,3,0,11-Dec,31,22,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,TOR,0
Turnaround Jump Shot,Jump Shot,33.9733,72,71,-118.1978,6,3,0,11-Dec,31,10,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,TOR,0
Running Hook Shot,Hook Shot,34.0103,53,34,-118.2168,5,3,0,11-Dec,6,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,TOR,1
Jump Shot,Jump Shot,33.8033,56,241,-118.2138,3,3,0,11-Dec,25,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,TOR,1
Fadeaway Jump Shot,Jump Shot,33.8903,-2,154,-118.2718,2,3,0,11-Dec,29,15,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,TOR,0
Jump Shot,Jump Shot,33.8313,-133,213,-118.4028,7,4,0,11-Dec,10,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,TOR,1
Jump Shot,Jump Shot,34.0003,40,44,-118.2298,6,4,0,11-Dec,0,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,TOR,1
Jump Shot,Jump Shot,34.0413,-123,3,-118.3928,5,4,0,11-Dec,14,12,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,TOR,0
Running Jump Shot,Jump Shot,34.0323,-60,12,-118.3298,4,4,0,11-Dec,34,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,TOR,0
Driving Reverse Layup Shot,Layup,34.0163,-26,28,-118.2958,4,4,0,11-Dec,4,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,TOR,0
Jump Shot,Jump Shot,33.7973,6,247,-118.2638,3,4,0,11-Dec,32,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,TOR,0
Jump Shot,Jump Shot,34.0253,-90,19,-118.3598,2,4,0,11-Dec,56,9,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,TOR,0
Turnaround Fadeaway shot,Jump Shot,34.0433,201,1,-118.0688,2,4,0,11-Dec,22,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,TOR,0
Jump Shot,Jump Shot,33.8763,-183,168,-118.4528,0,4,0,11-Dec,56,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,TOR,1
Fadeaway Jump Shot,Jump Shot,34.0433,171,1,-118.0988,0,4,0,11-Dec,4,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,TOR,1
Fadeaway Jump Shot,Jump Shot,33.8903,-40,154,-118.3098,11,1,0,11-Dec,2,15,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,ATL,0
Jump Shot,Jump Shot,34.0033,204,41,-118.0658,6,1,0,11-Dec,40,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,ATL,0
Jump Shot,Jump Shot,33.9043,-147,140,-118.4168,6,1,0,11-Dec,2,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,ATL,0
Fadeaway Jump Shot,Jump Shot,33.8883,-123,156,-118.3928,4,1,0,11-Dec,28,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,ATL,1
Jump Shot,Jump Shot,33.8133,94,231,-118.1758,3,1,0,11-Dec,54,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,0
Jump Shot,Jump Shot,33.9643,-108,80,-118.3778,2,1,0,11-Dec,46,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,ATL,0
Jump Shot,Jump Shot,33.9423,165,102,-118.1048,3,2,0,11-Dec,52,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,ATL,0
Jump Shot,Jump Shot,33.9693,132,75,-118.1378,3,2,0,11-Dec,32,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,ATL,0
Jump Shot,Jump Shot,33.8843,-205,160,-118.4748,2,2,0,11-Dec,9,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,ATL,0
Jump Shot,Jump Shot,34.0003,-11,44,-118.2808,1,2,0,11-Dec,15,4,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,ATL,0
Driving Layup Shot,Layup,34.0353,15,9,-118.2548,7,3,0,11-Dec,43,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,1
Jump Shot,Jump Shot,33.9833,190,61,-118.0798,7,3,0,11-Dec,19,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,ATL,1
Fadeaway Jump Shot,Jump Shot,33.9723,-24,72,-118.2938,5,3,0,11-Dec,19,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,ATL,0
Jump Shot,Jump Shot,33.9183,-171,126,-118.4408,5,3,0,11-Dec,6,21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,ATL,1
Jump Shot,Jump Shot,34.0163,204,28,-118.0658,4,3,0,11-Dec,5,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,ATL,0
Driving Reverse Layup Shot,Layup,34.0373,-21,7,-118.2908,3,3,0,11-Dec,29,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,1
Jump Shot,Jump Shot,33.9013,201,143,-118.0688,2,3,0,11-Dec,23,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,0
Layup Shot,Layup,34.0413,-5,3,-118.2748,0,4,0,11-Dec,20,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,0
Jump Shot,Jump Shot,33.9663,170,78,-118.0998,11,1,0,11-Dec,4,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,PHX,0
Layup Shot,Layup,34.0273,-21,17,-118.2908,8,1,0,11-Dec,37,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,0
Driving Layup Shot,Layup,34.0303,-12,14,-118.2818,7,1,0,11-Dec,43,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Driving Layup Shot,Layup,34.0253,17,19,-118.2528,3,1,0,11-Dec,19,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,0
Turnaround Jump Shot,Jump Shot,33.8793,-56,165,-118.3258,2,1,0,11-Dec,35,17,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,PHX,1
Jump Shot,Jump Shot,33.9323,-111,112,-118.3808,0,1,0,11-Dec,37,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,0
Jump Shot,Jump Shot,34.0213,91,23,-118.1788,4,2,0,11-Dec,1,9,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,
Layup Shot,Layup,34.0223,-13,22,-118.2828,1,2,0,11-Dec,7,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Layup Shot,Layup,34.0223,12,22,-118.2578,9,3,0,11-Dec,49,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Jump Shot,Jump Shot,34.0243,23,20,-118.2468,8,3,0,11-Dec,31,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Driving Hook Shot,Hook Shot,34.0163,-11,28,-118.2808,8,3,0,11-Dec,1,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Jump Shot,Jump Shot,34.0133,6,31,-118.2638,6,3,0,11-Dec,59,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,0
Driving Reverse Layup Shot,Layup,34.0223,-15,22,-118.2848,6,3,0,11-Dec,2,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Pullup Jump shot,Jump Shot,33.9013,84,143,-118.1858,5,3,0,11-Dec,36,16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,1
Jump Shot,Jump Shot,33.9833,26,61,-118.2438,4,3,0,11-Dec,5,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,1
Jump Shot,Jump Shot,33.8983,72,146,-118.1978,3,3,0,11-Dec,41,16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,
Jump Shot,Jump Shot,33.8143,133,230,-118.1368,3,3,0,11-Dec,20,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,1
Jump Shot,Jump Shot,33.8353,-155,209,-118.4248,2,3,0,11-Dec,37,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,0
Jump Shot,Jump Shot,33.9533,-108,91,-118.3778,1,3,0,11-Dec,32,14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,0
Pullup Jump shot,Jump Shot,34.0213,31,23,-118.2388,0,3,0,11-Dec,47,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Jump Shot,Jump Shot,33.9913,204,53,-118.0658,4,4,0,11-Dec,59,21,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,PHX,0
Jump Shot,Jump Shot,34.0103,-16,34,-118.2858,4,4,0,11-Dec,54,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,0
Turnaround Fadeaway shot,Jump Shot,33.9313,-46,113,-118.3158,3,4,0,11-Dec,38,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,PHX,1
Jump Shot,Jump Shot,33.9843,9,60,-118.2608,2,4,0,11-Dec,41,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,1
Jump Shot,Jump Shot,34.0023,1,42,-118.2688,2,4,0,11-Dec,2,4,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,0
Jump Shot,Jump Shot,33.8503,-112,194,-118.3818,10,1,0,11-Dec,1,22,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,PHX,1
Jump Shot,Jump Shot,33.8793,-187,165,-118.4568,7,1,0,11-Dec,52,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,0
Jump Shot,Jump Shot,34.0523,121,-8,-118.1488,5,1,0,11-Dec,32,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,1
Jump Shot,Jump Shot,33.8433,144,201,-118.1258,6,2,0,11-Dec,36,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,0
Layup Shot,Layup,34.0413,4,3,-118.2658,5,2,0,11-Dec,36,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Layup Shot,Layup,34.0463,1,-2,-118.2688,4,2,0,11-Dec,21,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,
Jump Shot,Jump Shot,33.9453,-175,99,-118.4448,1,2,0,11-Dec,46,20,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,PHX,0
Alley Oop Layup shot,Layup,34.0443,2,0,-118.2678,1,2,0,11-Dec,27,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,1
Jump Shot,Jump Shot,33.8683,125,176,-118.1448,0,2,0,11-Dec,16,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,1
Jump Shot,Jump Shot,33.8393,151,205,-118.1188,10,3,0,11-Dec,44,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,0
Jump Bank Shot,Jump Shot,34.0053,-40,39,-118.3098,9,3,0,11-Dec,28,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,1
Jump Shot,Jump Shot,33.9313,-149,113,-118.4188,8,3,0,11-Dec,32,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,PHX,0
Jump Shot,Jump Shot,33.8953,-141,149,-118.4108,5,3,0,11-Dec,55,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,PHX,0
Jump Shot,Jump Shot,33.9563,132,88,-118.1378,2,3,0,11-Dec,55,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,1
Jump Shot,Jump Shot,33.9453,-232,99,-118.5018,1,3,0,11-Dec,48,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,1
Jump Shot,Jump Shot,33.8683,-179,176,-118.4488,1,3,0,11-Dec,15,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,0
Jump Shot,Jump Shot,34.0633,-155,-19,-118.4248,0,3,0,11-Dec,25,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,0
Jump Shot,Jump Shot,33.8163,192,228,-118.0778,9,4,0,11-Dec,14,29,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,0
Jump Shot,Jump Shot,33.8383,-134,206,-118.4038,8,4,0,11-Dec,13,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,
Jump Shot,Jump Shot,34.0083,72,36,-118.1978,7,4,0,11-Dec,32,8,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,PHX,1
Jump Shot,Jump Shot,34.0103,-232,34,-118.5018,6,4,0,11-Dec,51,23,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,PHX,0
Turnaround Bank shot,Bank Shot,33.9923,-146,52,-118.4158,6,4,0,11-Dec,6,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,1
Jump Shot,Jump Shot,33.9593,-41,85,-118.3108,4,4,0,11-Dec,4,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,PHX,0
Jump Shot,Jump Shot,34.0003,94,44,-118.1758,3,4,0,11-Dec,7,10,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,0
Jump Shot,Jump Shot,34.0793,54,-35,-118.2158,10,1,0,11-Dec,35,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,POR,0
Turnaround Fadeaway shot,Jump Shot,34.0463,81,-2,-118.1888,6,1,0,11-Dec,12,8,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,
Fadeaway Bank shot,Jump Shot,34.0003,-112,44,-118.3818,5,1,0,11-Dec,23,12,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,POR,0
Reverse Layup Shot,Layup,34.0333,-11,11,-118.2808,5,1,0,11-Dec,15,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,1
Driving Layup Shot,Layup,34.0273,7,17,-118.2628,2,1,0,11-Dec,37,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,
Jump Shot,Jump Shot,33.9283,-13,116,-118.2828,1,1,0,11-Dec,51,11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,POR,0
Driving Reverse Layup Shot,Layup,34.0293,13,15,-118.2568,0,1,0,11-Dec,37,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,1
Jump Shot,Jump Shot,34.0213,47,23,-118.2228,3,2,0,11-Dec,41,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,POR,0
Jump Shot,Jump Shot,33.7863,53,258,-118.2168,1,2,0,11-Dec,52,26,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,POR,1
Jump Shot,Jump Shot,33.7863,84,258,-118.1858,1,2,0,11-Dec,8,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,
Dunk Shot,Dunk,34.0273,-8,17,-118.2778,1,2,0,11-Dec,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,0
Jump Shot,Jump Shot,34.0053,21,39,-118.2488,0,2,0,11-Dec,35,4,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,POR,0
Step Back Jump shot,Jump Shot,33.9073,-142,137,-118.4118,11,3,0,11-Dec,3,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,POR,0
Driving Layup Shot,Layup,34.0433,18,1,-118.2518,10,3,0,11-Dec,49,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,1
Turnaround Fadeaway shot,Jump Shot,33.9423,-105,102,-118.3748,10,3,0,11-Dec,28,14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,POR,1
Layup Shot,Layup,34.0403,9,4,-118.2608,10,3,0,11-Dec,6,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,1
Driving Layup Shot,Layup,34.0373,0,7,-118.2698,9,3,0,11-Dec,23,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,1
Jump Shot,Jump Shot,34.0113,-19,33,-118.2888,5,3,0,11-Dec,59,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,0
Fadeaway Jump Shot,Jump Shot,33.9733,124,71,-118.1458,2,3,0,11-Dec,16,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,1
Jump Shot,Jump Shot,33.9783,-209,66,-118.4788,1,3,0,11-Dec,11,21,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,POR,0
Jump Shot,Jump Shot,33.6803,-169,364,-118.4388,0,3,0,11-Dec,1,40,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,POR,0
Fadeaway Jump Shot,Jump Shot,33.9833,136,61,-118.1338,6,4,0,11-Dec,33,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,
Jump Shot,Jump Shot,33.9883,36,56,-118.2338,6,4,0,11-Dec,0,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,POR,1
Jump Shot,Jump Shot,33.8363,-26,208,-118.2958,3,4,0,11-Dec,50,20,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,POR,0
Layup Shot,Layup,34.0223,-5,22,-118.2748,2,4,0,11-Dec,37,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,1
Jump Shot,Jump Shot,33.9583,129,86,-118.1408,2,4,0,11-Dec,17,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,0
Driving Layup Shot,Layup,34.0323,20,12,-118.2498,6,1,0,11-Dec,51,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,0
Step Back Jump shot,Jump Shot,33.9583,135,86,-118.1348,5,1,0,11-Dec,10,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DAL,0
Step Back Jump shot,Jump Shot,34.0073,136,37,-118.1338,2,1,0,11-Dec,1,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DAL,0
Jump Shot,Jump Shot,33.8053,-89,239,-118.3588,4,2,0,11-Dec,24,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,0
Jump Shot,Jump Shot,33.8823,189,162,-118.0808,3,2,0,11-Dec,36,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,1
Fadeaway Jump Shot,Jump Shot,33.9283,47,116,-118.2228,1,2,0,11-Dec,58,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DAL,0
Jump Shot,Jump Shot,33.8773,116,167,-118.1538,11,3,0,11-Dec,16,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,0
Jump Shot,Jump Shot,33.8393,-78,205,-118.3478,4,3,0,11-Dec,15,21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DAL,0
Pullup Jump shot,Jump Shot,33.8723,78,172,-118.1918,3,3,0,11-Dec,53,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,
Jump Shot,Jump Shot,34.0223,-205,22,-118.4748,2,3,0,11-Dec,49,20,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DAL,0
Jump Bank Shot,Jump Shot,33.9843,-34,60,-118.3038,1,3,0,11-Dec,2,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DAL,1
Jump Shot,Jump Shot,33.8083,-56,236,-118.3258,7,4,0,11-Dec,15,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DAL,1
Jump Shot,Jump Shot,33.8633,84,181,-118.1858,6,4,0,11-Dec,41,19,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,0
Jump Shot,Jump Shot,34.0163,234,28,-118.0358,5,4,0,11-Dec,32,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,DAL,0
Jump Shot,Jump Shot,33.8413,-174,203,-118.4438,3,4,0,11-Dec,9,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,0
Layup Shot,Layup,34.0433,23,1,-118.2468,11,1,0,11-Dec,5,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,
Jump Shot,Jump Shot,33.9483,64,96,-118.2058,9,1,0,11-Dec,33,11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,OKC,1
Jump Shot,Jump Shot,34.0443,94,0,-118.1758,9,1,0,11-Dec,3,9,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,OKC,0
Turnaround Jump Shot,Jump Shot,33.9613,-82,83,-118.3518,8,1,0,11-Dec,7,11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,OKC,0
Turnaround Jump Shot,Jump Shot,34.0183,-4,26,-118.2738,6,1,0,11-Dec,24,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,
Jump Bank Shot,Jump Shot,33.9723,-149,72,-118.4188,3,1,0,11-Dec,29,16,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,OKC,0
Turnaround Jump Shot,Jump Shot,33.9883,4,56,-118.2658,3,1,0,11-Dec,4,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,OKC,1
Jump Shot,Jump Shot,33.9623,-111,82,-118.3808,1,1,0,11-Dec,13,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,OKC,1
Jump Shot,Jump Shot,33.8463,-93,198,-118.3628,0,1,0,11-Dec,28,21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,OKC,1
Jump Shot,Jump Shot,33.8803,-177,164,-118.4468,5,2,0,11-Dec,39,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,OKC,0
Jump Shot,Jump Shot,33.9023,-78,142,-118.3478,5,2,0,11-Dec,19,16,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,OKC,
Step Back Jump shot,Jump Shot,33.9073,-182,137,-118.4518,3,2,0,11-Dec,48,22,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,OKC,0
Driving Layup Shot,Layup,34.0413,28,3,-118.2418,2,2,0,11-Dec,11,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,0
Jump Shot,Jump Shot,34.0053,-119,39,-118.3888,7,3,0,11-Dec,45,12,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,OKC,
Jump Shot,Jump Shot,33.8303,125,214,-118.1448,4,3,0,11-Dec,19,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,OKC,0
Fadeaway Jump Shot,Jump Shot,34.0023,-155,42,-118.4248,4,3,0,11-Dec,1,16,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,OKC,0
Driving Layup Shot,Layup,34.0353,4,9,-118.2658,3,3,0,11-Dec,35,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,1
Driving Reverse Layup Shot,Layup,34.0433,20,1,-118.2498,7,4,0,11-Dec,39,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,1
Fadeaway Jump Shot,Jump Shot,33.9593,-177,85,-118.4468,5,4,0,11-Dec,15,19,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,OKC,0
Layup Shot,Layup,34.0433,13,1,-118.2568,4,4,0,11-Dec,41,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,0
Reverse Layup Shot,Layup,34.0463,-19,-2,-118.2888,3,4,0,11-Dec,44,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,
Jump Shot,Jump Shot,33.8393,159,205,-118.1108,2,4,0,11-Dec,32,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,OKC,0
Jump Shot,Jump Shot,34.0183,-109,26,-118.3788,1,4,0,11-Dec,54,11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,OKC,0
Turnaround Jump Shot,Jump Shot,34.0103,-60,34,-118.3298,1,4,0,11-Dec,45,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,OKC,0
Fadeaway Jump Shot,Jump Shot,33.9453,65,99,-118.2048,10,1,0,11-Dec,17,11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,MIN,1
Jump Shot,Jump Shot,33.8583,100,186,-118.1698,9,1,0,11-Dec,49,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,1
Jump Shot,Jump Shot,33.8603,58,184,-118.2118,9,1,0,11-Dec,3,19,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.8383,12,206,-118.2578,7,1,0,11-Dec,59,20,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,0
Driving Reverse Layup Shot,Layup,34.0443,-15,0,-118.2848,6,1,0,11-Dec,44,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Turnaround Fadeaway shot,Jump Shot,33.9593,99,85,-118.1708,5,1,0,11-Dec,17,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,0
Layup Shot,Layup,34.0223,-21,22,-118.2908,3,1,0,11-Dec,37,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,
